stim,response,rt,subj_idx
CP,1,1.5806542596183135,18439
SS,1,0.9805720490476233,18439
CS,1,1.4391287791131617,18439
US,1,1.3111948936730187,18439
SS,1,0.999131596467123,18439
SS,1,1.12964758018461,18439
US,1,1.1402850088743435,18439
SS,1,0.9669705070227792,18439
SS,1,1.1535195329797716,18439
US,1,1.034623128365638,18439
CP,1,1.227619292354575,18439
SS,1,1.0840644782892923,18439
CP,1,1.7746983256311069,18439
CP,1,1.4065326522213581,18439
CS,1,1.4781828001086978,18439
CP,1,1.3985000100256002,18439
SS,1,1.270613612528905,18439
CP,1,1.3420088360617228,18439
US,1,1.1979134751709353,18439
SS,0,2.7418210208652454,18439
CP,1,2.0542032956018375,18439
US,1,1.029714662266997,18439
CS,1,1.1048515705988393,18439
CS,1,1.0674047704505938,18439
SS,1,1.2138123502354574,18439
CS,1,1.2054447598220577,18439
CP,1,1.2459048275995883,18439
CS,1,1.3334024313462578,18439
CP,1,0.9658200914400368,18439
CS,1,0.9684215031229542,18439
CS,1,1.3145499764377746,18439
US,1,0.9390107741201064,18439
SS,1,1.101613198448831,18439
US,1,1.0396523145409446,18439
US,1,0.8748096672316024,18439
CS,1,1.3094244668591273,18439
US,1,1.3970218620597734,18439
CP,1,1.0608529441851715,18439
US,1,1.4555731068085151,18439
CS,1,2.087885283590367,18439
SS,1,1.2079438865439442,18439
US,1,1.5593145890779851,18439
SS,1,0.9758022929854633,18439
US,1,1.2099489407355577,18439
SS,1,0.9700755381545605,18439
CS,1,0.956970375680612,18439
SS,1,1.0550470467933337,18439
US,1,1.2100855091775884,18439
SS,1,1.0100457804874168,18439
CP,1,1.4841682992610004,18439
SS,1,0.8366534174201661,18439
CP,1,1.0626688015709078,18439
US,1,1.1699619055725634,18439
CS,1,1.4413401658330258,18439
CP,1,1.2492941036107368,18439
SS,1,0.961302555670045,18439
CP,1,1.0043319654287188,18439
SS,1,1.302448798363912,18439
CP,1,0.9425683965164353,18439
CP,0,1.5451359127328033,18439
SS,1,1.1450152447887376,18439
CS,1,0.8654901101872383,18439
CS,1,1.1795799045521562,18439
CP,1,1.660067016913672,18439
CS,1,1.0838723939486954,18439
US,1,1.1020787535471754,18439
CP,1,1.0887708017926343,18439
CP,1,1.2117846830224153,18439
CS,1,1.8752462557276885,18439
CS,1,1.1792188933122816,18439
US,1,0.9477195359886537,18439
US,1,1.254158191881288,18439
SS,1,0.8378351898463734,18439
CS,1,0.864946708910793,18439
CS,1,1.955008022940092,18439
US,1,0.9635714344440203,18439
US,1,0.9660567671635363,18439
CS,1,0.9446781058559282,18439
CP,1,0.9547058763382665,18439
US,1,1.2539381315218634,18439
SS,1,0.9179428989664302,18439
US,1,0.9199800920396228,18439
US,1,0.8911186296227243,18439
SS,1,0.8612451969638641,18439
CS,1,0.8803266605846147,18439
US,1,0.7944691745451564,18439
SS,1,0.8854991738426179,18439
CP,1,1.1121535698166554,18439
SS,1,0.8504326331731136,18439
SS,1,0.9095835620973958,18439
CP,1,0.775650542916992,18439
SS,1,1.8421925535640185,18439
US,1,0.7866686722336453,18439
CP,1,1.0047289746235037,18439
SS,1,1.215922504736227,18439
CP,1,1.1118360881901026,18439
SS,1,0.8180154222518468,18439
CP,1,1.1811030168737489,18439
CP,1,0.9644674129467603,18439
CS,1,0.9196919249243365,18439
SS,1,0.7542554076135275,18439
CS,1,1.020471194817219,18439
CP,1,1.0155300003007142,18439
CP,1,0.8822258113686985,18439
CS,1,1.1807745565911318,18439
US,1,0.7962966542690992,18439
CS,1,1.0708246754020365,18439
CS,1,1.1139740893722774,18439
CP,1,0.900110177562965,18439
CS,1,1.3592218801059062,18439
US,1,1.0391863052573171,18439
US,1,0.8817945638129459,18439
CP,1,1.0364013816051738,18439
CS,1,0.8545090766911017,18439
US,1,0.9297662749777373,18439
CS,1,0.9162411353627249,18439
CS,1,0.7828731649606198,18439
US,1,0.8735178345486929,18439
SS,1,0.8116752614332654,18439
US,1,1.1101793280467973,18439
CP,0.0,2.4658727709320374,18941
SS,1.0,1.2891381936842663,18941
CS,1.0,1.1929634646421619,18941
US,1.0,1.2654892459322582,18941
SS,1.0,1.2809274386163452,18941
SS,1.0,1.6168547478919209,18941
US,1.0,1.177357716640472,18941
SS,1.0,1.2407905613654293,18941
SS,1.0,0.9287806895990798,18941
US,1.0,1.075353204865678,18941
CP,1.0,1.42187695485336,18941
SS,1.0,0.9023888890005765,18941
CP,1.0,1.2005232246156083,18941
CP,1.0,1.4648788036774931,18941
CS,1.0,1.7123901793675032,18941
CP,0.0,1.3927808710723184,18941
SS,1.0,1.4482039964295836,18941
US,1.0,1.203322513762032,18941
SS,1.0,2.0906794022394024,18941
CP,1.0,1.7386734386745957,18941
US,1.0,1.1146256349074974,18941
CS,1.0,2.1492914446698705,18941
CS,1.0,1.8851284642914834,18941
SS,1.0,1.4131380483067915,18941
CS,1.0,1.293103921234433,18941
CP,1.0,0.9974736572457914,18941
CS,1.0,0.8395764675788087,18941
CP,1.0,1.2745668635143375,18941
CS,1.0,2.346189789350319,18941
CS,1.0,1.1224934348647366,18941
US,1.0,1.092693080941899,18941
SS,1.0,1.1273039683565003,18941
US,1.0,1.537901397647147,18941
US,1.0,1.0182318050101458,18941
CS,1.0,1.3403798323615774,18941
US,1.0,1.460417800459254,18941
CP,1.0,0.9165168439631088,18941
US,1.0,1.1510730737227277,18941
CS,1.0,1.3509550346407195,18941
SS,1.0,1.0953694813451875,18941
US,1.0,0.9855140225990908,18941
SS,1.0,1.156106738586459,18941
US,1.0,0.8520427596013178,18941
SS,1.0,0.9425008883172268,18941
CS,1.0,1.4331908461099374,18941
SS,1.0,1.0012102226828574,18941
US,1.0,1.1477749085115647,18941
SS,1.0,0.9076752915116231,18941
CP,0.0,2.694346257731013,18941
SS,1.0,1.37488540891718,18941
CP,1.0,1.2062642456821777,18941
US,1.0,1.2381292032187048,18941
CS,1.0,0.878126845065708,18941
CP,1.0,1.0332860094840726,18941
SS,0.0,0.8193281594958535,18941
CP,1.0,1.3263690391922864,18941
SS,1.0,1.2140071867561346,18941
CP,1.0,1.037910480352366,18941
CP,1.0,1.7768715216716373,18941
SS,1.0,1.1604502010250144,18941
CS,1.0,0.9683234050862666,18941
CS,1.0,0.8913978122891422,18941
CP,1.0,1.117656314982014,18941
CS,1.0,0.9926928984641563,18941
US,1.0,0.866820458397342,18941
CP,1.0,2.6694519997199677,18941
CP,1.0,1.2537079196699779,18941
CS,1.0,0.8532815819289681,18941
CS,1.0,0.9678997343071387,18941
US,1.0,0.8990947693473572,18941
US,1.0,0.89328470908913,18941
SS,1.0,0.9838506903015514,18941
CS,1.0,1.082401888928871,18941
CS,1.0,0.8529284211781487,18941
US,1.0,0.8076535126674571,18941
US,1.0,0.9782587864319794,18941
CS,1.0,0.8848661687006825,18941
CP,1.0,0.8559246764052659,18941
US,1.0,1.169984329098952,18941
SS,1.0,1.1625516207295732,18941
US,1.0,1.041940422503103,18941
US,1.0,0.8206627367435431,18941
SS,1.0,1.0156616208296327,18941
CS,1.0,1.4018014959037828,18941
US,1.0,0.8897128475327918,18941
SS,1.0,0.9483527817610593,18941
CP,1.0,0.8390058753338963,18941
SS,1.0,1.0736206408728322,18941
SS,1.0,0.868726307662655,18941
CP,1.0,1.0628608528259065,18941
SS,1.0,0.7937969771101052,18941
US,1.0,0.812544921243898,18941
CP,1.0,0.7591423375015438,18941
SS,1.0,1.1053024112934509,18941
CP,0.0,2.747838508506902,18941
SS,1.0,0.9483733223714808,18941
CP,1.0,1.7509508527255093,18941
CP,1.0,1.1264671001317765,18941
CS,1.0,1.3695542977184232,18941
SS,1.0,1.576991136866127,18941
CS,1.0,1.0013970252348372,18941
CP,1.0,0.9635545634100708,18941
CP,1.0,0.894242910997491,18941
CS,1.0,1.9288084630898084,18941
US,1.0,0.8888149079084542,18941
CS,1.0,1.0513973480792629,18941
CS,1.0,0.8859073782568885,18941
CP,1.0,1.024561982774685,18941
CS,1.0,1.0752307492548425,18941
US,1.0,1.0937947091915703,18941
US,1.0,1.016868683263965,18941
CP,1.0,1.0030584054384235,18941
US,1.0,1.160323314850757,18941
CS,1.0,0.9682120183679217,18941
CS,0.0,3.1231774872412643,18941
US,1.0,0.9947498711644585,18941
SS,1.0,1.0373390669647051,18941
US,1.0,0.8158856174613902,18941
CP,0.0,1.2272367701807525,19621
SS,0.0,3.2910978159743536,19621
CS,1.0,1.5737046765243576,19621
US,1.0,2.93359939174843,19621
SS,1.0,0.9657194757674006,19621
SS,0.0,1.6083199479980976,19621
US,1.0,1.7121507382580603,19621
SS,1.0,1.2884592447662726,19621
SS,0.0,1.7039459481038648,19621
US,1.0,2.5199355570184707,19621
SS,1.0,0.9224729625220789,19621
CP,1.0,1.5091575968017423,19621
CP,0.0,0.8850541972751671,19621
CS,0.0,1.1436658005204663,19621
CP,0.0,1.7355074343795422,19621
SS,1.0,1.623485434365648,19621
CP,0.0,0.8635395266992418,19621
SS,1.0,1.6765840266962186,19621
CP,1.0,1.9005354333639843,19621
CS,1.0,1.5991068184393953,19621
CS,0.0,1.1830049034469994,19621
SS,1.0,0.9029620490746311,19621
CS,1.0,1.3939677813505114,19621
CP,0.0,1.2573700225257198,19621
CS,0.0,1.2814274311713234,19621
CP,0.0,1.08195137257826,19621
CS,1.0,1.979981784517804,19621
CS,1.0,1.9637808941988624,19621
US,1.0,1.819874555339993,19621
SS,1.0,1.092248789511359,19621
US,1.0,1.2728584366595896,19621
CS,1.0,1.7287579066105536,19621
US,1.0,2.016852310689501,19621
CP,1.0,1.7606939111283282,19621
US,1.0,1.2486973657996714,19621
CS,0.0,1.24065492684349,19621
SS,1.0,1.0246533898371126,19621
US,0.0,0.8755169939649932,19621
SS,1.0,0.709807027316856,19621
US,1.0,1.6162845560756978,19621
SS,1.0,1.2727794808452018,19621
CS,1.0,1.3687017712836678,19621
SS,1.0,1.0721615527800168,19621
SS,1.0,1.0750996293681965,19621
CP,0.0,1.5810034540045308,19621
US,1.0,1.5015625289925083,19621
CS,0.0,1.0215807875865721,19621
CP,0.0,1.0397067439134844,19621
SS,1.0,0.8181913631542557,19621
CP,0.0,0.8051829104533681,19621
SS,0.0,1.9834258851406048,19621
CP,1.0,2.2179792555944005,19621
SS,0.0,2.737943010781237,19621
CS,1.0,1.2045263837735547,19621
CP,0.0,0.708457920645742,19621
CS,1.0,1.7588926538501255,19621
CP,0.0,2.6095351563071745,19621
CP,0.0,0.8900761989589228,19621
CS,1.0,2.0599573411363963,19621
CS,0.0,0.9559567626274657,19621
US,1.0,1.1265855018755246,19621
US,1.0,2.049231508466619,19621
SS,1.0,1.0891967608895357,19621
CS,1.0,1.6837382293178962,19621
CS,1.0,1.515605856264301,19621
US,1.0,2.1236092394174193,19621
US,1.0,1.2759268158988561,19621
CS,1.0,1.4040272540423757,19621
CP,0.0,1.0113495130626688,19621
US,1.0,2.789935202094057,19621
SS,1.0,1.093986882140598,19621
US,0.0,2.096687765106253,19621
US,0.0,1.392976890427235,19621
SS,1.0,1.0403432029488613,19621
US,0.0,1.0856908762161765,19621
SS,0.0,2.264201554718966,19621
CP,0.0,0.8481146020640153,19621
SS,1.0,0.8347944197885226,19621
SS,1.0,1.3093578434454685,19621
CP,1.0,2.0693085034981777,19621
SS,1.0,0.9092458608774905,19621
US,1.0,1.2238866645730013,19621
CP,0.0,0.9278898455304443,19621
SS,1.0,0.8584487477364746,19621
CP,0.0,1.613029299707705,19621
SS,0.0,1.812969049991807,19621
CP,0.0,0.9249033096275525,19621
CP,0.0,0.9680194961547386,19621
CS,0.0,0.7142336330034595,19621
CS,0.0,0.9914652634543017,19621
CP,0.0,1.1140976431888703,19621
CP,0.0,0.8765235948358168,19621
US,1.0,1.4102954461286572,19621
CS,1.0,1.9697031966661598,19621
CS,0.0,1.0657847806614882,19621
CP,0.0,0.8524241365830676,19621
CS,1.0,1.5348745543378755,19621
US,0.0,1.0788546594794752,19621
US,1.0,1.2253791610128246,19621
CP,0.0,1.5693336797921802,19621
CS,1.0,1.2898014544571197,19621
US,1.0,2.097177952864513,19621
CS,0.0,1.001720528511214,19621
US,1.0,1.4063112486546743,19621
US,1.0,1.1768950109963043,19621
CP,1.0,1.601516006777274,19679
SS,1.0,1.0240774391158993,19679
CS,1.0,1.443177788027242,19679
US,1.0,1.5146285575347065,19679
SS,1.0,1.2271397778204118,19679
SS,1.0,1.1630078153984869,19679
US,1.0,2.035031313728723,19679
SS,1.0,0.8023847722552091,19679
SS,1.0,0.9649054341834926,19679
US,1.0,1.3920334442891544,19679
CP,1.0,1.2794851231710709,19679
SS,0.0,3.1273263086659426,19679
CP,1.0,1.3038490941362397,19679
CP,0.0,1.3832709983053064,19679
CS,1.0,1.5357115471379075,19679
CP,1.0,1.4712195450119907,19679
SS,1.0,1.5516346654767403,19679
CP,1.0,1.9435032204046365,19679
US,1.0,1.6953189915684561,19679
SS,1.0,1.310823409097793,19679
CP,1.0,1.1991834407799615,19679
US,1.0,1.239262991407486,19679
CS,1.0,1.2786338954665553,19679
CS,0.0,1.4305088240307668,19679
SS,1.0,1.2469920422299765,19679
CS,1.0,1.2308623056178476,19679
CP,1.0,1.150265706493883,19679
CS,1.0,1.830269082304767,19679
CP,0.0,0.8867922999033908,19679
CS,1.0,1.137664719919485,19679
CS,1.0,1.4199317177826742,19679
US,1.0,1.0678167767873674,19679
SS,1.0,1.4937325990831596,19679
US,1.0,0.9979020052332999,19679
US,1.0,0.9928580595351377,19679
CS,1.0,2.779500502310839,19679
US,1.0,1.043602813342659,19679
CP,1.0,3.2940876728262083,19679
US,1.0,1.0381198959275935,19679
CS,1.0,1.080646757035538,19679
SS,1.0,0.875237858811488,19679
US,1.0,1.0852635849569197,19679
SS,1.0,0.7998978664309107,19679
US,1.0,1.0744759953477114,19679
SS,1.0,1.2771697761154428,19679
CS,0.0,3.0769812861572063,19679
SS,1.0,0.8770062312632945,19679
US,1.0,1.4156650938948587,19679
SS,1.0,1.0875283339519228,19679
CP,0.0,1.4821900029073731,19679
SS,1.0,0.8985317989945543,19679
CP,1.0,1.5005332888840712,19679
US,1.0,1.4050405117359333,19679
CS,1.0,1.2928669176544645,19679
CP,1.0,1.0768992490402525,19679
SS,1.0,0.8796297115468406,19679
CP,1.0,2.641642791686536,19679
SS,1.0,0.906114845747652,19679
CP,0.0,1.703550320336035,19679
SS,1.0,0.9587794082553955,19679
CS,1.0,1.4413057530146034,19679
CS,1.0,1.1618656172613555,19679
CP,1.0,0.9852686211006585,19679
CS,1.0,1.2597356550595578,19679
US,1.0,1.0443339105067935,19679
CP,1.0,1.014898658499078,19679
CP,1.0,1.0733057068946437,19679
CS,1.0,1.276191975054644,19679
CS,1.0,0.8755632149905068,19679
US,1.0,1.182174671894245,19679
US,1.0,0.9665988600245328,19679
SS,1.0,0.7932452561190075,19679
CS,1.0,0.8993286327322494,19679
CS,1.0,0.9498229920091035,19679
US,1.0,1.1369961198724923,19679
US,1.0,0.95552040525763,19679
CS,1.0,0.8941524980200484,19679
CP,1.0,1.0566871013343189,19679
US,1.0,1.7153264580556424,19679
SS,1.0,0.9873054291701919,19679
US,1.0,0.917786484725184,19679
US,1.0,0.9839904109730924,19679
SS,1.0,0.9230680205328099,19679
CS,1.0,1.0617340187891386,19679
US,1.0,0.9198482639694703,19679
SS,1.0,0.938325065420031,19679
CP,0.0,0.741576824511867,19679
SS,1.0,1.680074796217923,19679
SS,1.0,0.8801427094722385,19679
CP,1.0,0.9386369855319572,19679
SS,1.0,0.9892268470712224,19679
US,1.0,1.0079741385006855,19679
CP,1.0,1.0823371208853132,19679
SS,1.0,1.3089724591181948,19679
CP,1.0,1.0610622635076652,19679
SS,1.0,0.9515399031470224,19679
CP,1.0,0.9297212023384418,19679
CP,1.0,0.9082688517028146,19679
CS,1.0,0.8715423174489842,19679
SS,1.0,0.7135155736468732,19679
CS,1.0,0.8846579111477695,19679
CP,1.0,1.1028516989345007,19679
CP,1.0,0.9058572624544468,19679
CS,1.0,0.9963501348520367,19679
US,1.0,1.015074945607921,19679
CS,1.0,0.9452055384554114,19679
CS,1.0,0.8523779574688888,19679
CP,1.0,2.3184091077710036,19679
CS,1.0,0.9903296393586061,19679
US,1.0,0.713451289866498,19679
US,1.0,0.7474180972340037,19679
CP,1.0,0.9266675543167366,19679
CS,1.0,0.833102063385013,19679
US,1.0,0.9000263156840447,19679
CS,1.0,1.1265379620808744,19679
CS,1.0,1.1448648251935083,19679
US,1.0,1.840905768054654,19679
SS,1.0,1.9683693790793768,19679
US,1.0,0.9601905322897437,19679
CP,1,1.9083825431625883,19718
SS,1,1.510968530302307,19718
CS,0,1.8575894184177741,19718
US,1,1.4888755843558101,19718
SS,1,1.4172546895570122,19718
SS,0,1.705303079694204,19718
US,1,1.785267678749733,19718
SS,1,1.0492788231322265,19718
SS,1,1.4277854727988597,19718
US,1,1.5872824051366479,19718
CP,1,1.9477090251921254,19718
SS,1,1.1955557793980915,19718
CP,0,1.0034794624662027,19718
CP,1,1.4381328018371278,19718
CS,1,1.1339318543668924,19718
CP,1,1.2166540716134477,19718
SS,1,0.9365844173808,19718
CP,1,1.027136389187035,19718
US,1,1.037726237392235,19718
SS,1,0.9684191027945417,19718
CP,1,1.0184435348137413,19718
US,1,1.061074114524672,19718
CS,1,1.8076382182889574,19718
CS,1,1.3274854961928213,19718
SS,1,0.8960432791482162,19718
CS,1,1.1220420836980338,19718
CP,0,0.8622378987893171,19718
CS,1,1.6557399571547649,19718
CP,0,1.1036609782831874,19718
CS,1,0.8982662988191805,19718
CS,1,0.8609469697676104,19718
US,1,0.9594541290962297,19718
SS,1,0.8420673539021664,19718
US,1,0.924062293377574,19718
US,1,1.0146686349080483,19718
CS,1,1.8013414998422377,19718
US,1,0.7778101217172662,19718
CP,1,1.2124396059061837,19718
US,1,0.9158628421419053,19718
CS,1,0.9189541742143774,19718
SS,1,0.8896210826223978,19718
US,1,0.924140346837703,19718
SS,1,0.870710612329276,19718
US,1,0.969261647026542,19718
SS,1,0.8120039766990885,19718
CS,1,0.9106060845269894,19718
SS,0,1.2329658820654004,19718
US,1,1.1444301619558246,19718
SS,1,0.9209162516963261,19718
CP,0,0.9233232850292552,19718
SS,0,1.6295665267462027,19718
CP,1,2.109988970917584,19718
US,1,1.0059823195797435,19718
CS,1,0.9924276280171398,19718
CP,0,0.9792171837925707,19718
SS,1,0.8618798755423995,19718
CP,1,1.4883153289574693,19718
SS,1,0.8483484165390109,19718
CP,0,1.1870313099479972,19718
CP,0,0.8109155565507535,19718
SS,1,0.925455702531508,19718
CS,1,1.0397011794075297,19718
CS,1,0.9947618595806489,19718
CP,0,1.053341898214967,19718
CS,1,1.247786519526926,19718
US,1,1.1519335207103722,19718
CP,1,1.7517407642590115,19718
CP,0,1.1675765889749528,19718
CS,1,1.7195168673006265,19718
CS,1,0.9830687204648711,19718
US,1,0.8181468621532986,19718
US,1,1.1806033804787148,19718
SS,1,0.948776466990239,19718
CS,1,1.3432391326723518,19718
CS,1,1.4312131024871633,19718
US,1,1.0711668118228772,19718
US,1,1.0896883863933908,19718
CS,0,1.3878642324325483,19718
CP,1,1.7961615654803609,19718
US,1,1.4357470369423027,19718
SS,0,1.1961257922312143,19718
US,1,1.1080834481881539,19718
US,1,0.9106495327823723,19718
SS,1,0.9452309089028859,19718
CS,1,1.0679825194347359,19718
US,1,1.3104903645507875,19718
SS,1,1.0224361271712041,19718
CP,0,1.6965486337721813,19718
SS,1,0.8169618632573474,19718
SS,1,0.731554399468223,19718
CP,1,1.8781289862236008,19718
SS,0,1.918061220247182,19718
US,1,1.1661950216894184,19718
CP,1,1.1339092955631713,19718
SS,1,0.8721560841931932,19718
CP,1,1.5151432865004608,19718
SS,1,1.1631731767474776,19718
CP,1,1.2270484282362304,19718
CP,0,0.9629122131691474,19718
CS,1,1.1095966115008196,19718
SS,1,1.0082072101276935,19718
CS,1,0.8908209372430065,19718
CP,0,1.021534460827752,19718
CP,0,1.2719935291324873,19718
CS,1,1.2267023972481184,19718
US,1,1.0046127174837238,19718
CS,1,1.0505600669075648,19718
CS,1,1.183822951828006,19718
CP,1,1.7552197347749825,19718
CS,1,0.9706124651584105,19718
US,1,1.076772006696956,19718
US,1,1.0150088397094805,19718
CP,1,1.0502108927266818,19718
CS,1,1.58068178652411,19718
US,1,1.204640468154139,19718
CS,1,0.972530724421631,19718
CS,1,1.191056089205631,19718
US,1,1.1749938994316835,19718
SS,1,0.9831374405957831,19718
US,1,1.4094950327180413,19718
CP,0.0,2.7101641214758274,20373
SS,1.0,2.070164074686545,20373
CS,1.0,1.8381695162061078,20373
US,1.0,1.933965726995666,20373
SS,1.0,1.3339111066179612,20373
SS,1.0,1.1418703573981475,20373
US,1.0,1.5044225100100448,20373
SS,1.0,1.4803749640741444,20373
SS,1.0,1.1762649676838919,20373
US,1.0,1.8240983874638914,20373
CP,1.0,2.2080944842891768,20373
SS,1.0,1.3840092427581112,20373
CP,1.0,2.5920766818835546,20373
CP,0.0,1.0319939732908097,20373
CS,1.0,2.090965817898905,20373
CP,1.0,2.0504102209761186,20373
SS,1.0,1.2343205863289768,20373
CP,1.0,2.0742610090310336,20373
US,1.0,1.554676049234331,20373
SS,0.0,1.4820160839262826,20373
CP,1.0,1.674429925671575,20373
US,1.0,1.7218506747594802,20373
CS,1.0,1.6342086893164378,20373
CS,0.0,2.7543635095480568,20373
SS,1.0,1.2335557646947564,20373
CP,1.0,1.7587626249078312,20373
CS,0.0,2.6147344762030116,20373
CP,0.0,1.191650134685915,20373
CS,1.0,1.7665803390846122,20373
CS,1.0,2.4944950470890035,20373
US,1.0,2.1664465810881666,20373
SS,1.0,1.1583430361806677,20373
US,1.0,1.9261593884730246,20373
US,1.0,1.214153867415007,20373
CS,1.0,2.3100647958999616,20373
US,1.0,1.3420442530186847,20373
CP,1.0,1.4459306191474752,20373
US,1.0,2.1179065544201876,20373
CS,1.0,1.5503137361374684,20373
SS,1.0,1.5416981652160757,20373
US,1.0,1.0615861963524367,20373
SS,1.0,1.3287807625201822,20373
US,1.0,1.904137093692043,20373
SS,1.0,1.9440718543010007,20373
CS,1.0,1.2719750820469926,20373
SS,1.0,1.320248770460239,20373
US,1.0,1.319814107439015,20373
SS,1.0,1.1836463284289493,20373
CP,1.0,1.1836171132763411,20373
SS,1.0,0.9915082124080072,20373
CP,1.0,3.034523747903222,20373
US,1.0,1.482438062883375,20373
CS,1.0,1.233994076226736,20373
CP,1.0,1.3938820458661212,20373
SS,1.0,0.865844834870586,20373
CP,0.0,1.180894316852573,20373
SS,1.0,1.3804171052543097,20373
CP,1.0,1.7802926505082723,20373
CP,1.0,1.8041828502973658,20373
SS,1.0,1.3161778930407309,20373
CS,1.0,1.0760851061768335,20373
CS,1.0,1.59870976244747,20373
CP,1.0,1.7505645723176713,20373
CS,1.0,1.3584506931401847,20373
US,1.0,1.35053661076563,20373
CP,1.0,1.598325288252454,20373
CP,1.0,2.894198567933927,20373
CS,1.0,1.1422216821847542,20373
CS,1.0,1.6091475161920243,20373
US,1.0,1.104714498458634,20373
US,1.0,1.451753614755944,20373
SS,1.0,1.2033130690670077,20373
CS,1.0,1.3555443402456149,20373
CS,1.0,1.395516939488516,20373
US,1.0,1.1232014076704218,20373
US,1.0,1.7415573144007794,20373
CS,1.0,1.149994296800287,20373
CP,1.0,0.9419323697111395,20373
US,1.0,0.984088381381298,20373
SS,1.0,0.8026412281342346,20373
US,1.0,0.9652964771503321,20373
US,1.0,1.3277976017488982,20373
SS,1.0,1.5597109846330568,20373
CS,1.0,1.1196945364263229,20373
US,1.0,1.234305426811261,20373
SS,1.0,1.0342512312090548,20373
CP,1.0,0.948883359622414,20373
SS,1.0,1.1834709562917851,20373
SS,0.0,1.8152213449739065,20373
CP,1.0,1.4472604275142658,20373
SS,1.0,0.9837849384057336,20373
US,1.0,1.0579046447728615,20373
CP,1.0,1.7088954999362613,20373
SS,1.0,1.1082255806795729,20373
CP,1.0,1.3829506664042128,20373
SS,1.0,1.238769958357807,20373
CP,1.0,1.8552298848990176,20373
CP,1.0,2.375127804476506,20373
CS,1.0,2.0951379211819585,20373
SS,1.0,1.2176484125284333,20373
CS,1.0,1.0012435902917787,20373
CP,1.0,1.2838000006686343,20373
CP,0.0,1.291652596768472,20373
CS,1.0,1.483632226671034,20373
US,1.0,1.7880802291310829,20373
CS,1.0,1.6440200542747334,20373
CS,1.0,1.2513801158347633,20373
CP,1.0,0.9716503024537815,20373
CS,1.0,0.9020574500864313,20373
US,1.0,1.2570389765987784,20373
US,1.0,0.9688902058023814,20373
CP,1.0,0.8831514765151951,20373
CS,1.0,1.4696206531698408,20373
US,1.0,1.1500911973889743,20373
CS,1.0,0.9020354597651021,20373
CS,1.0,0.9761043727303331,20373
US,1.0,1.8350310602963873,20373
SS,1.0,1.1946682228353893,20373
US,1.0,1.1624297288271919,20373
